warning_id,top_section_id,top_section_title,topic_section_id,topic_section,type,warning_text
ecls_bio_becls_a2_a108594756.SL107379583.21517,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a109044726.SL65800242.21497,Fire extinguisher,Warning,Objects in the driver's footwell can limit the pedal travel or block a depressed pedal. There is a risk of accident. Stow objects in the vehicle such that they are secured and cannot enter into the driver's footwell.
ecls_bio_becls_a2_a108704758.SL7949306.21547,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a106757044.SL50554.21536,What to do after an accident,Danger,"Contact with live components can lead to an electric shock. There is a risk of injury or danger to life. After an accident, do not touch any high-voltage components such as orange colored high-voltage cables or parts that are in contact with exposed high-voltage cables."
ecls_bio_becls_a2_a108716364.SL7949307.21552,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a106757044.SL50554.21536,What to do after an accident,Warning,Fluids in the high-voltage battery are corrosive. There is a risk of injury. Do not touch fluids escaping from the high-voltage battery.
ecls_bio_becls_a2_a108711907.SL50547.21568,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a106757048.SL50544.21556,Jump-starting,Danger,Contact with live components can lead to an electric shock. There is a risk of injury or danger to life. Do not touch any components that are under voltage.
ecls_bio_becls_a2_a108716423.SL48603205.21573,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a106757048.SL50544.21556,Jump-starting,Warning,"If the jumper cables are connected in the incorrect order, spark formation may occur. There is a risk of injury. Pay attention to the correct order during connection."
ecls_bio_becls_a2_a108719135.SL48603204.21578,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a106757048.SL50544.21556,Jump-starting,Notice,"In the case of body contact between the two vehicles, a short circuit can occur during jump-starting. There is a risk of damage to property, among other potential damage. Make sure that no body contact occurs."
ecls_bio_becls_a2_a109629762.SL16054058.21611,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a109149981.SL50521.21597,Towing / Tow-starting and towing,Warning,Individual functions may not work correctly when towing with Front Collision Warning enabled or Cruise Control switched on. There is a risk of accident. Switch off Front Collision Warning and Cruise Control before towing.
ecls_bio_becls_a2_a108713505.SL43995102.21626,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a109150402.SL109150336.21616,M Steptronic Sport transmission: transporting the vehicle / Steptronic transmission:,Notice,"The vehicle can be damaged when towing the vehicle with a single lifted axle. There is a risk of damage to property, among other potential damage. The vehicle should only be transported on a loading platform."
ecls_bio_becls_a2_a108717736.SL43995103.21631,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a109150402.SL109150336.21616,M Steptronic Sport transmission: transporting the vehicle / Steptronic transmission:,Notice,"The vehicle can become damaged when lifting and securing it. There is a risk of damage to property, among other potential damage. Lift the vehicle using suitable means. Do not lift or secure the vehicle by its tow fitting, body parts, or suspension parts."
ecls_bio_becls_a2_a108713159.SL43995102.21656,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a107382464.SL50528.21646,Transporting the vehicle,Notice,"The vehicle can be damaged when towing the vehicle with a single lifted axle. There is a risk of damage to property, among other potential damage. The vehicle should only be transported on a loading platform."
ecls_bio_becls_a2_a108717724.SL43995103.21661,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a107382464.SL50528.21646,Transporting the vehicle,Notice,"The vehicle can become damaged when lifting and securing it. There is a risk of damage to property, among other potential damage. Lift the vehicle using suitable means. Do not lift or secure the vehicle by its tow fitting, body parts, or suspension parts."
ecls_bio_becls_a2_a108713656.SL50529.21684,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a107202832.SL50527.21674,Towing other vehicles,Warning,"If the approved gross vehicle weight of the towing vehicle is lighter than the vehicle to be towed, the tow fitting can tear off or it will not be possible to control handling. There is a risk of accident. Make sure that the gross vehicle weight of the towing vehicle is heavier than the vehicle to be towed."
ecls_bio_becls_a2_a109988839.SL109735176.21689,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a107202832.SL50527.21674,Towing other vehicles,Warning,Different levels of braking may occur when towing with adaptive recuperation. There is a risk of accident. Deactivate adaptive recuperation before towing.
ecls_bio_becls_a2_a108717791.SL50530.21694,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a107202832.SL50527.21674,Towing other vehicles,Notice,"If the tow bar or tow rope is attached incorrectly, damage to other vehicle parts can occur. There is a risk of damage to property, among other potential damage. Correctly attach the tow bar or tow rope to the tow fitting."
ecls_bio_becls_a2_a108648141.SL50525.21722,ecls_bio_becls_a2_a107146259.SL63315263.21316,Breakdown Assistance,ecls_bio_becls_a2_a106602032.SL50524.21708,Tow fitting,Notice,"If the tow fitting is not used as intended, there may be damage to the vehicle or to the tow fitting. There is a risk of damage to property, among other potential damage. Follow the notes on using the tow fitting."
ecls_bio_becls_a2_a108691377.SL51831.16595,ecls_bio_becls_a2_a106607253.SL63315250.16572,Navigation system,ecls_bio_becls_a2_a106756047.SL51829.16583,Overview,Warning,"Operating the integrated information systems and communication devices while driving can distract from surrounding traffic. It is possible to lose control of the vehicle. There is a risk of accident. Only use the systems or devices when the traffic situation allows. As warranted, stop and use the systems and devices while the vehicle is stationary."
ecls_bio_becls_a2_a108717793.SL28977827.16600,ecls_bio_becls_a2_a106607253.SL63315250.16572,Navigation system,ecls_bio_becls_a2_a106756047.SL51829.16583,Overview,Warning,"There can be deviations between the current traffic situation and details of the navigation instructions, for instance changed road layout or road construction. There is a risk of accident. The respectively valid traffic rules take precedence."
ecls_bio_becls_a2_a108718572.SL20111295.16605,ecls_bio_becls_a2_a106607253.SL63315250.16572,Navigation system,ecls_bio_becls_a2_a106756047.SL51829.16583,Overview,Warning,"With a few function exceptions, the navigation system/VICS system is adjusted such that it cannot be operated while driving. With a few function exceptions, the navigation system is adjusted such that it cannot be operated while driving."
ecls_bio_becls_a2_a108719300.SL51834.16610,ecls_bio_becls_a2_a106607253.SL63315250.16572,Navigation system,ecls_bio_becls_a2_a106756047.SL51829.16583,Overview,Warning,"At extraordinarily fast driving speed it is possible that the route search is not possible due to the vehicle position changes that are occurring too fast. Some functions cannot be used while driving. Do not use these functions until the vehicle has stopped in a save location. Adjust the volume in the vehicle making sure that traffic noise outside of the vehicle as well as emergency sirens can still be heard clearly. There is a risk of accident. Facilities such as police, fire department and hospitals may be located at locations other than indicated due to new construction or relocation. In the event of an accident or other emergency, dial 110 or 119 and conduct yourself according to the situation."
ecls_bio_becls_a2_a108718050.SL51833.16615,ecls_bio_becls_a2_a106607253.SL63315250.16572,Navigation system,ecls_bio_becls_a2_a106756047.SL51829.16583,Overview,Warning,"This device is a special device that is intended for installation in a manufacturer-owned vehicle. Do not use in another surrounding area. If the position of the vehicle is displayed incorrectly or other faults are detected in the functionality, stop the vehicle in a safe location. Do not perform repairs on the navigation system yourself. Have repairs performed by the Service Center or a qualified repair shop. The manufacturer is not liable for accidents, damages, etc., that occurred due to the disregard for these safety notes or due to operation or handling that is prohibited in the Owner's Manual. The function of this device is optimal at an ambient temperature from Sudden temperature fluctuations can cause the formation of condensation on the inside of the device, which can cause faults."
ecls_bio_becls_a2_a108649816.SL50651.21085,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a106763360.SL50648.21077,Wiper blades,Notice,"The window may sustain damage if the wiper falls onto it without the wiper blade installed. There is a risk of damage to property, among other potential damage. Hold the wiper firmly when changing the wiper blade. Do not fold in or switch on the wiper without a wiper blade installed."
ecls_bio_becls_a2_a108717654.SL13583135.21090,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a106763360.SL50648.21077,Wiper blades,Notice,"Folded-out wipers can be jammed when the hood is opened. There is a risk of damage to property, among other potential damage. Make sure that the wipers with the wiper blades mounted are folded down onto the windshield before opening the hood."
ecls_bio_becls_a2_a108717288.SL39677160.21139,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a108377536.SL2534620.21107,Lights and bulbs,Warning,Focused laser light can irritate or permanently damage the retina of the eye. There is a risk of injury. The manufacturer of the vehicle recommends that the work on the lighting system including bulb exchange be performed by an authorized service center or another qualified service center or repair shop.
ecls_bio_becls_a2_a108718582.SL39677161.21144,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a108377536.SL2534620.21107,Lights and bulbs,Warning,Intense brightness can irritate or damage the retina of the eye. There is a risk of injury. Do not look directly into the headlights or other light sources. Do not remove the LED covers.
ecls_bio_becls_a2_a108691318.SL50547.21165,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a107779088.SL50577.21153,Vehicle battery,Danger,Contact with live components can lead to an electric shock. There is a risk of injury or danger to life. Do not touch any components that are under voltage.
ecls_bio_becls_a2_a108638018.SL1228805.21170,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a107779088.SL50577.21153,Vehicle battery,Warning,Vehicle batteries that are classified as not suitable can damage vehicle systems and impair vehicle functions. There is a risk of injury or risk of damage to property. Only use vehicle batteries that the vehicle manufacturer has classified as suitable. Vehicle batteries that are not compatible can damage vehicle systems and impair vehicle functions. There is a risk of an accident and damage to property. Only vehicle batteries that are compatible with your vehicle type should be installed in your vehicle. Information on compatible vehicle batteries is available at an authorized service center.
ecls_bio_becls_a2_a108649649.SL107293817.21176,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a107779088.SL50577.21153,Vehicle battery,Notice,"Battery chargers that charge the vehicle battery via sockets or cigarette lighters in the vehicle may overload or damage the 12 V electrical system. There is a risk of damage to property, among other potential damage. In the case of a discharged vehicle battery, contact an authorized service center or other qualified service center or repair shop."
ecls_bio_becls_a2_a108716965.SL50580.21222,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a109996286.SL50579.21209,Charging the battery,Warning,"If the battery is charged with a yellow color indicator on the top side, it may burst (explode). There is a risk of injury or risk of damage to property. For vehicles with a battery inspection indicator, always check the color indicator on the top side of the battery before charging. When the indicator is yellow, a battery replacement is required. Do not charge vehicles without a battery inspection indicator with an electrical voltage of more than 14.8 V."
ecls_bio_becls_a2_a108716924.SL50581.21227,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a109996286.SL50579.21209,Charging the battery,Warning,"Applied voltage may cause short circuits when working on the vehicle electronics. There is a risk of fire and an injury hazard. When working on the vehicle electronics, disconnect the cable connection on the negative terminal of the battery."
ecls_bio_becls_a2_a108716919.SL50582.21232,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a109996286.SL50579.21209,Charging the battery,Notice,"The distance while the engine is running may cause an overvoltage. There is a risk of damage to property, among other potential damage. Do not remove when the engine is running."
ecls_bio_becls_a2_a108716913.SL12391904.21237,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a109996286.SL50579.21209,Charging the battery,Notice,"Battery chargers that charge the vehicle battery via sockets or cigarette lighters in the vehicle may overload or damage the 12 V electrical system. There is a risk of damage to property, among other potential damage. Only connect battery chargers for the vehicle battery to the jump-start terminals in the engine compartment."
ecls_bio_becls_a2_a108691318.SL50547.21271,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a109731239.SL88259404.21259,Mild Hybrid technology,Danger,Contact with live components can lead to an electric shock. There is a risk of injury or danger to life. Do not touch any components that are under voltage.
ecls_bio_becls_a2_a108648075.SL50574.21310,ecls_bio_becls_a2_a106607254.SL63315262.21062,Replacing components,ecls_bio_becls_a2_a106756045.SL50572.21299,Fuses,Warning,Incorrect or repaired fuses can overload electrical lines and components. There is a risk of fire. Never attempt to repair a blown fuse and do not replace a nonworking fuse with a fuse of another color or ampere rating. Incorrect and repaired fuses can overload electrical lines and components. There is a risk of fire. Never attempt to repair a blown fuse. Do not replace a nonworking fuse with a substitute of another color or amperage rating.
ecls_bio_becls_a2_a108491073.SL107196322.20974,ecls_bio_becls_a2_a108595988.SL63315261.20957,Maintenance,ecls_bio_becls_a2_a108458509.SL50658.20965,BMW maintenance system,Warning,"Improperly performed work, in particular maintenance and repair on the high-voltage system, can lead to electric shock. There is a risk of injury, risk of fire and danger to life. Have work on the vehicle, in particular maintenance, repair or changes, only performed by an authorized service center or another qualified service center or repair shop. Improperly performed work, in particular maintenance and repair on the high-voltage system, can lead to electric shock. There is a risk of injury, fire and danger to life. The manufacturer of your vehicle recommends that the work on the vehicle, in particular maintenance and repair, be performed by an authorized service center or another qualified service center or repair shop. Have work on the vehicle, in particular maintenance and repair, performed by an authorized BMW i service center or another qualified service center or repair shop."
ecls_bio_becls_a2_a108647050.SL12398594.21040,ecls_bio_becls_a2_a108595988.SL63315261.20957,Maintenance,ecls_bio_becls_a2_a108648252.SL50673.21029,Diagnostic socket,Notice,"Improper use of the diagnostic socket can lead to vehicle malfunctions. There is a risk of damage to property, among other potential damage. Have service and maintenance work via the diagnostic socket only performed by an authorized service center or another qualified service center or repair shop or by other authorized persons. Only connect devices whose use via the diagnostic socket has been tested and is harmless. The socket for Onboard Diagnosis is an intricate component intended to be used in conjunction with specialized equipment to check the vehicle’s primary emissions system. Improper use of the socket for Onboard Diagnosis, or contact with the socket for Onboard Diagnosis for other than its intended purpose, can cause vehicle malfunctions and creates risks of personal and property damage. Given the foregoing, the manufacture of your vehicle strongly recommends that access to the socket for Onboard Diagnosis be limited to an authorized service center or another qualified service center or repair shop or other persons that have the specialized training and equipment for purposes of properly utilizing the socket for Onboard Diagnosis."
ecls_bio_becls_a2_a108515676.SL29002794.2781,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a106600852.SL27794147.2768,Idle state,Warning,"An unsecured vehicle can begin to move and possibly roll away. There is a risk of accident. Before leaving the vehicle, secure the vehicle against rolling away. In order to ensure that the vehicle is secured against rolling away, follow the following: Set the parking brake. On uphill grades or on downhill slopes, turn the front wheels in the direction of the curb. On uphill grades or on downhill slopes, also secure the vehicle, for instance with a wheel chock."
ecls_bio_becls_a2_a108572860.SL28264601.2786,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a106600852.SL27794147.2768,Idle state,Warning,"Unattended children or animals in the vehicle can cause the vehicle to move and endanger themselves and traffic, for instance due to the following actions: Pressing the Start/Stop button. Releasing the parking brake. Opening and closing the doors or windows. Engaging selector lever position N. Using vehicle equipment. There is a risk of accidents or injuries. Do not leave children or animals unattended in the vehicle. Take the vehicle key with you when exiting and lock the vehicle."
ecls_bio_becls_a2_a108717642.SL7845080.2847,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a109904342.SL99180903.2835,Drive-ready state,Warning,"When driving in electric mode, pedestrians and other road users might pay less attention to the vehicle due to the lack of engine noise. There is a risk of accident. Adjust driving style to traffic conditions. Watch surrounding traffic closely and actively intervene where appropriate."
ecls_bio_becls_a2_a108515684.SL52999.2852,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a109904342.SL99180903.2835,Drive-ready state,Warning,"An unsecured vehicle can begin to move and possibly roll away. There is a risk of accident. Before leaving the vehicle, secure the vehicle against rolling away. In order to ensure that the vehicle is secured against rolling away, follow the following: Set the parking brake. On uphill grades or on downhill slopes, turn the front wheels in the direction of the curb. On uphill grades or on downhill slopes, also secure the vehicle, for instance with a wheel chock."
ecls_bio_becls_a2_a108717365.SL53001.2857,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a109904342.SL99180903.2835,Drive-ready state,Warning,A mix up of the pedals can lead to an unexpected response of the vehicle. There is a risk of accident. Check the position of the pedals thoroughly in the vehicle to make sure that the pedals are not mixed up.
ecls_bio_becls_a2_a108718670.SL53002.2862,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a109904342.SL99180903.2835,Drive-ready state,Warning,"When sleeping in the vehicle, a pedal in the footwell may be stepped on accidentally or the selector lever may be moved. There is a risk of fire and a risk of an accident. Do not sleep in the vehicle."
ecls_bio_becls_a2_a108572876.SL25171484.2867,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a109904342.SL99180903.2835,Drive-ready state,Warning,"Unattended children or animals in the vehicle can cause the vehicle to move and endanger themselves and traffic, for instance due to the following actions: Pressing the Start/Stop button. Releasing the parking brake. Opening and closing the doors or windows. Engaging selector lever position N. Using vehicle equipment. There is a risk of accidents or injuries. Do not leave children or animals unattended in the vehicle. Take the vehicle key with you when exiting and lock the vehicle."
ecls_bio_becls_a2_a108602827.SL51466527.2872,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a109904342.SL99180903.2835,Drive-ready state,Notice,"Selector lever position P is automatically engaged when standby state is switched off. The wheels are blocked. There is a risk of damage to property. Do not switch off standby if the vehicle is meant to coast, e.g., in a car wash."
ecls_bio_becls_a2_a108691298.SL52998.2906,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a106762489.SL7844959.2886,Drive-ready state,Danger,"If the exhaust pipe is blocked or ventilation is insufficient, harmful exhaust gases can penetrate the vehicle. The exhaust gases contain pollutants which are colorless and odorless. In enclosed areas, exhaust gases can also accumulate outside of the vehicle. There is a danger to life. Keep the exhaust pipe free and ensure sufficient ventilation."
ecls_bio_becls_a2_a108515684.SL52999.2911,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a106762489.SL7844959.2886,Drive-ready state,Warning,"An unsecured vehicle can begin to move and possibly roll away. There is a risk of accident. Before leaving the vehicle, secure the vehicle against rolling away. In order to ensure that the vehicle is secured against rolling away, follow the following: Set the parking brake. On uphill grades or on downhill slopes, turn the front wheels in the direction of the curb. On uphill grades or on downhill slopes, also secure the vehicle, for instance with a wheel chock."
ecls_bio_becls_a2_a108717365.SL53001.2916,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a106762489.SL7844959.2886,Drive-ready state,Warning,A mix up of the pedals can lead to an unexpected response of the vehicle. There is a risk of accident. Check the position of the pedals thoroughly in the vehicle to make sure that the pedals are not mixed up.
ecls_bio_becls_a2_a108718670.SL53002.2921,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a106762489.SL7844959.2886,Drive-ready state,Warning,"When sleeping in the vehicle, a pedal in the footwell may be stepped on accidentally or the selector lever may be moved. There is a risk of fire and a risk of an accident. Do not sleep in the vehicle."
ecls_bio_becls_a2_a108717994.SL53000.2926,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a106762489.SL7844959.2886,Drive-ready state,Notice,"Repeated attempts to start the vehicle or repeated starting of the vehicle in rapid succession can cause the starter to overheat. This also results in unburned or inadequately burned fuel, and can cause the catalytic converter to overheat. There is a risk of damage to property, among other potential damage. Avoid repeated starting of the vehicle, particularly repeated starting in rapid succession."
ecls_bio_becls_a2_a108713111.SL39614799.2974,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a109141371.SL7845051.2958,Drive-ready state,Danger,"If the exhaust pipe is blocked or ventilation is insufficient, harmful exhaust gases can penetrate the vehicle. The exhaust gases contain pollutants which are colorless and odorless. In enclosed areas, exhaust gases can also accumulate outside of the vehicle. There is a danger to life. Keep the exhaust pipe free and ensure sufficient ventilation."
ecls_bio_becls_a2_a108717669.SL7845080.2979,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a109141371.SL7845051.2958,Drive-ready state,Warning,"When driving in electric mode, pedestrians and other road users might pay less attention to the vehicle due to the lack of engine noise. There is a risk of accident. Adjust driving style to traffic conditions. Watch surrounding traffic closely and actively intervene where appropriate."
ecls_bio_becls_a2_a108515746.SL7845053.2984,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a109141371.SL7845051.2958,Drive-ready state,Warning,"An unsecured vehicle can begin to move and possibly roll away. There is a risk of accident. Before leaving the vehicle, secure the vehicle against rolling away. In order to ensure that the vehicle is secured against rolling away, follow the following: Set the parking brake. On uphill grades or on downhill slopes, turn the front wheels in the direction of the curb. On uphill grades or on downhill slopes, also secure the vehicle, for instance with a wheel chock."
ecls_bio_becls_a2_a108572985.SL25171484.2989,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a109141371.SL7845051.2958,Drive-ready state,Warning,"Unattended children or animals in the vehicle can cause the vehicle to move and endanger themselves and traffic, for instance due to the following actions: Pressing the Start/Stop button. Releasing the parking brake. Opening and closing the doors or windows. Engaging selector lever position N. Using vehicle equipment. There is a risk of accidents or injuries. Do not leave children or animals unattended in the vehicle. Take the vehicle key with you when exiting and lock the vehicle."
ecls_bio_becls_a2_a108719384.SL53001.2994,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a109141371.SL7845051.2958,Drive-ready state,Warning,A mix up of the pedals can lead to an unexpected response of the vehicle. There is a risk of accident. Check the position of the pedals thoroughly in the vehicle to make sure that the pedals are not mixed up.
ecls_bio_becls_a2_a108717974.SL53002.2999,ecls_bio_becls_a2_a109141533.SL63315217.2756,Operating condition of the vehicle,ecls_bio_becls_a2_a109141371.SL7845051.2958,Drive-ready state,Warning,"When sleeping in the vehicle, a pedal in the footwell may be stepped on accidentally or the selector lever may be moved. There is a risk of fire and a risk of an accident. Do not sleep in the vehicle."
ecls_bio_becls_a2_a108649930.SL9794529.20539,ecls_bio_becls_a2_a107467384.SL63315259.20513,Operating materials,ecls_bio_becls_a2_a106603665.SL50791.20527,Gasoline,,"Caution The use of poor-quality fuels may result in harmful engine deposits or damage. Additionally, problems relating to drivability, starting and stalling, especially under certain environmental conditions such as high ambient temperature and high altitude, may occur. If drivability problems are encountered, we recommend switching to a high quality gasoline brand and a higher octane grade — AKI number — for a few tank fills. To avoid harmful engine deposits, it is highly recommended to purchase gasoline from Top Tier retailers. Failure to comply with these recommendations may result in the need for additional maintenance."
ecls_bio_becls_a2_a108714361.SL50792.20544,ecls_bio_becls_a2_a107467384.SL63315259.20513,Operating materials,ecls_bio_becls_a2_a106603665.SL50791.20527,Gasoline,Notice,"Even small quantities of the wrong fuel or wrong fuel additives can damage the fuel system and engine. Furthermore, the catalytic converter is permanently damaged. There is a risk of damage to property, among other potential damage. Do not refuel or add the following in the case of gasoline engines: Leaded gasoline. Metallic additives, for instance manganese or iron. Do not press the Start/Stop button after refueling with the wrong fuel. Contact an authorized service center or another qualified service center or repair shop."
ecls_bio_becls_a2_a108718765.SL9794528.20549,ecls_bio_becls_a2_a107467384.SL63315259.20513,Operating materials,ecls_bio_becls_a2_a106603665.SL50791.20527,Gasoline,Notice,"Fuel that does not comply with the minimum quality can compromise engine function or cause engine damage. There is a risk of damage to property, among other potential damage. Do not fill with fuel that does not comply with the minimum quality."
ecls_bio_becls_a2_a108717201.SL9794452.20554,ecls_bio_becls_a2_a107467384.SL63315259.20513,Operating materials,ecls_bio_becls_a2_a106603665.SL50791.20527,Gasoline,Notice,"Incorrect fuels can damage the fuel system and the engine. There is a risk of damage to property, among other potential damage. Do not use fuels with a higher ethanol content than recommended. Do not refuel with fuels containing methanol, e.g. M5 to M100."
ecls_bio_becls_a2_a109911802.SL50812.20580,ecls_bio_becls_a2_a107467384.SL63315259.20513,Operating materials,ecls_bio_becls_a2_a109911819.SL50811.20568,Diesel,Notice,"Even small quantities of the wrong fuel or wrong fuel additives can damage the fuel system and engine. There is a risk of damage to property, among other potential damage. Follow the following for diesel engines: Use only Ultra-Low Sulfur Diesel. Only refuel with biodiesel with a maximum of B5/5 % according to ASTM D975. Do not use gasoline. Note the minimum quality. Refuel with sulfur-free fuels or fuels with the lowest possible sulfur content. The vehicle manufacturer recommends only using diesel additives which have been classified as suitable. Do not press the Start/Stop button after refueling with the wrong fuel. Contact an authorized service center or another qualified service center or repair shop."
ecls_bio_becls_a2_a108691304.SL28924523.20649,ecls_bio_becls_a2_a107467384.SL63315259.20513,Operating materials,ecls_bio_becls_a2_a108392396.SL13577834.20639,Adding diesel exhaust fluid yourself in exceptional cases / Adding AdBlue yourself in exceptional cases / Adding AdBlue yourself,Warning,"Small amounts of ammonia fumes can escape when opening the diesel exhaust fluid container. Ammonia fumes have a pungent odor and irritate skin, mucous membranes, and eyes. There is a risk of injury. Do not inhale escaping ammonia fumes. Avoid the contact of articles of clothing, skin or eyes with diesel exhaust fluid. Do not swallow any diesel exhaust fluid. Keep children away from diesel exhaust fluids."
ecls_bio_becls_a2_a108716278.SL28924524.20654,ecls_bio_becls_a2_a107467384.SL63315259.20513,Operating materials,ecls_bio_becls_a2_a108392396.SL13577834.20639,Adding diesel exhaust fluid yourself in exceptional cases / Adding AdBlue yourself in exceptional cases / Adding AdBlue yourself,Warning,"Operating materials, for instance oils, greases, coolants, fuels, can contain harmful ingredients. There is a risk of injury or danger to life. Follow the instructions on the containers. Avoid the contact of articles of clothing, skin or eyes with operating materials. Do not refill operating materials into different bottles. Store operating materials out of reach of children."
ecls_bio_becls_a2_a108717375.SL28924525.20659,ecls_bio_becls_a2_a107467384.SL63315259.20513,Operating materials,ecls_bio_becls_a2_a108392396.SL13577834.20639,Adding diesel exhaust fluid yourself in exceptional cases / Adding AdBlue yourself in exceptional cases / Adding AdBlue yourself,Notice,"The diesel exhaust fluid ingredients are very aggressive. There is a risk of damage to property, among other potential damage. Avoid contact of diesel exhaust fluid with surfaces of the vehicle."
ecls_bio_becls_a2_a108640357.SL13577856.20706,ecls_bio_becls_a2_a107467384.SL63315259.20513,Operating materials,ecls_bio_becls_a2_a106603402.SL13577852.20696,Filling with an incorrect fluid,Warning,"After filling with an incorrect fluid, the system can heat and ignite. There is a risk of fire and an injury hazard. Only add fluids specified for the container. Do not start the engine after adding an incorrect fluid. After adding an incorrect fluid, for instance antifreeze for washer fluid, the system can heat and ignite. There is a risk of fire and injuries. Do not add incorrect fluids. Do not start the engine after adding an incorrect fluid."
ecls_bio_becls_a2_a108705167.SL16056731.20732,ecls_bio_becls_a2_a107467384.SL63315259.20513,Operating materials,ecls_bio_becls_a2_a106738026.SL50708.20721,Engine oil,Notice,"An engine oil level that is too low causes engine damage. There is a risk of damage to property, among other potential damage. Immediately add engine oil."
ecls_bio_becls_a2_a108716369.SL9775299.20737,ecls_bio_becls_a2_a107467384.SL63315259.20513,Operating materials,ecls_bio_becls_a2_a106738026.SL50708.20721,Engine oil,Notice,"Too much engine oil can damage the engine or the catalytic converter. There is a risk of damage to property, among other potential damage. Do not add too much engine oil. When too much engine oil is added, have the engine oil level corrected by an authorized service center or another qualified service center or repair shop."
